"Escuela_ID";"CURSO_NORMALIZADO";"Total_Alumnos_por_Escuela_ID_y_CURSO_NORMALIZADO";"DESEMPEÑO";"Total_Alumnos_por_Tipo_de_Desempeño";"Desempeño_por_Escuela_CURSO_NORMALIZADO"
"2586";"5°";"28";"Básico";"7";"25.0"
"2586";"5°";"28";"Crítico";"2";"7.14"
"2586";"5°";"28";"Medio";"8";"28.57"
"2586";"6°";"26";"Avanzado";"9";"34.62"
"2586";"6°";"26";"Básico";"1";"3.85"
"2586";"6°";"26";"Crítico";"2";"7.69"
"2586";"6°";"26";"Medio";"14";"53.85"
"2586";"7°";"28";"Avanzado";"7";"25.0"
"2586";"7°";"28";"Básico";"5";"17.86"
"2586";"7°";"28";"Crítico";"1";"3.57"
"2586";"7°";"28";"Medio";"15";"53.57"
"2587";"2°";"76";"Avanzado";"7";"9.21"
"2587";"2°";"76";"Básico";"36";"47.37"
"2587";"2°";"76";"Crítico";"10";"13.16"
"2587";"2°";"76";"Medio";"23";"30.26"
"2587";"3°";"67";"Avanzado";"18";"26.87"
"2587";"3°";"67";"Básico";"14";"20.9"
"2587";"3°";"67";"Crítico";"10";"14.93"
"2587";"3°";"67";"Medio";"25";"37.31"
"2587";"4°";"87";"Avanzado";"33";"37.93"
"2587";"4°";"87";"Básico";"10";"11.49"
"2587";"4°";"87";"Crítico";"9";"10.34"
"2587";"4°";"87";"Medio";"35";"40.23"
"2587";"5°";"88";"Avanzado";"23";"26.14"
"2587";"5°";"88";"Básico";"13";"14.77"
"2587";"5°";"88";"Crítico";"7";"7.95"
"2587";"5°";"88";"Medio";"45";"51.14"
"2587";"6°";"60";"Avanzado";"24";"40.0"
"2587";"6°";"60";"Básico";"4";"6.67"
"2587";"6°";"60";"Medio";"32";"53.33"
"2587";"7°";"62";"Avanzado";"10";"16.13"
"2587";"7°";"62";"Básico";"3";"4.84"
"2587";"7°";"62";"Crítico";"28";"45.16"
"2587";"7°";"62";"Medio";"21";"33.87"
"2590";"2°";"46";"Avanzado";"5";"10.87"
"2590";"2°";"46";"Básico";"19";"41.3"
"2590";"2°";"46";"Crítico";"12";"26.09"
"2590";"2°";"46";"Medio";"10";"21.74"
"2590";"3°";"46";"Avanzado";"15";"32.61"
"2590";"3°";"46";"Básico";"11";"23.91"
"2590";"3°";"46";"Crítico";"8";"17.39"
"2590";"3°";"46";"Medio";"12";"26.09"
"2590";"4°";"40";"Avanzado";"16";"40.0"
"2590";"4°";"40";"Básico";"9";"22.5"
"2590";"4°";"40";"Crítico";"3";"7.5"
"2590";"4°";"40";"Medio";"12";"30.0"
"2590";"5°";"49";"Avanzado";"5";"10.2"
"2590";"5°";"49";"Básico";"18";"36.73"
"2590";"5°";"49";"Crítico";"11";"22.45"
"2590";"5°";"49";"Medio";"15";"30.61"
"2590";"6°";"43";"Avanzado";"19";"44.19"
"2590";"6°";"43";"Básico";"10";"23.26"
"2590";"6°";"43";"Crítico";"1";"2.33"
"2590";"6°";"43";"Medio";"13";"30.23"
"2590";"7°";"56";"Avanzado";"11";"19.64"
"2590";"7°";"56";"Básico";"8";"14.29"
"2590";"7°";"56";"Crítico";"2";"3.57"
"2590";"7°";"56";"Medio";"35";"62.5"
"2639";"2°";"11";"Avanzado";"2";"18.18"
"2639";"2°";"11";"Básico";"3";"27.27"
"2639";"2°";"11";"Crítico";"5";"45.45"
"2639";"2°";"11";"Medio";"1";"9.09"
"2639";"3°";"29";"Avanzado";"7";"24.14"
"2639";"3°";"29";"Básico";"8";"27.59"
"2639";"3°";"29";"Crítico";"2";"6.9"
"2639";"3°";"29";"Medio";"12";"41.38"
"2639";"4°";"20";"Avanzado";"8";"40.0"
"2639";"4°";"20";"Básico";"2";"10.0"
"2639";"4°";"20";"Crítico";"6";"30.0"
"2639";"4°";"20";"Medio";"4";"20.0"
"2639";"5°";"11";"Avanzado";"2";"18.18"
"2639";"5°";"11";"Básico";"2";"18.18"
"2639";"5°";"11";"Crítico";"2";"18.18"
"2639";"5°";"11";"Medio";"5";"45.45"
"2639";"6°";"20";"Avanzado";"6";"30.0"
"2639";"6°";"20";"Básico";"2";"10.0"
"2639";"6°";"20";"Crítico";"5";"25.0"
"2639";"6°";"20";"Medio";"7";"35.0"
"2639";"7°";"14";"Avanzado";"4";"28.57"
"2639";"7°";"14";"Básico";"2";"14.29"
"2639";"7°";"14";"Crítico";"5";"35.71"
"2639";"7°";"14";"Medio";"3";"21.43"
"2648";"2°";"22";"Avanzado";"3";"13.64"
"2648";"2°";"22";"Básico";"11";"50.0"
"2648";"2°";"22";"Crítico";"4";"18.18"
"2648";"2°";"22";"Medio";"4";"18.18"
"2648";"5°";"17";"Avanzado";"9";"52.94"
"2648";"5°";"17";"Básico";"2";"11.76"
"2648";"5°";"17";"Crítico";"3";"17.65"
"2648";"5°";"17";"Medio";"3";"17.65"
"2648";"6°";"7";"Avanzado";"1";"14.29"
"2648";"6°";"7";"Básico";"1";"14.29"
"2648";"6°";"7";"Crítico";"3";"42.86"
"2648";"6°";"7";"Medio";"2";"28.57"
"2648";"7°";"11";"Avanzado";"1";"9.09"
"2648";"7°";"11";"Básico";"1";"9.09"
"2648";"7°";"11";"Crítico";"3";"27.27"
"2648";"7°";"11";"Medio";"6";"54.55"
"2661";"2°";"20";"Avanzado";"4";"20.0"
"2661";"2°";"20";"Básico";"9";"45.0"
"2661";"2°";"20";"Crítico";"4";"20.0"
"2661";"2°";"20";"Medio";"3";"15.0"
"2661";"3°";"24";"Avanzado";"9";"37.5"
"2661";"3°";"24";"Básico";"5";"20.83"
"2661";"3°";"24";"Crítico";"2";"8.33"
"2661";"3°";"24";"Medio";"8";"33.33"
"2661";"4°";"25";"Avanzado";"13";"52.0"
"2661";"4°";"25";"Básico";"2";"8.0"
"2661";"4°";"25";"Crítico";"1";"4.0"
"2661";"4°";"25";"Medio";"9";"36.0"
"2661";"5°";"11";"Avanzado";"5";"45.45"
"2661";"5°";"11";"Básico";"2";"18.18"
"2661";"5°";"11";"Medio";"4";"36.36"
"2661";"6°";"22";"Avanzado";"20";"90.91"
"2661";"6°";"22";"Medio";"2";"9.09"
"2661";"7°";"16";"Avanzado";"13";"81.25"
"2661";"7°";"16";"Básico";"1";"6.25"
"2661";"7°";"16";"Crítico";"1";"6.25"
"2661";"7°";"16";"Medio";"1";"6.25"
"2662";"2°";"17";"Avanzado";"3";"17.65"
"2662";"2°";"17";"Básico";"5";"29.41"
"2662";"2°";"17";"Crítico";"1";"5.88"
"2662";"2°";"17";"Medio";"8";"47.06"
"2662";"3°";"15";"Avanzado";"2";"13.33"
"2662";"3°";"15";"Básico";"4";"26.67"
"2662";"3°";"15";"Crítico";"3";"20.0"
"2662";"3°";"15";"Medio";"6";"40.0"
"2662";"4°";"16";"Avanzado";"9";"56.25"
"2662";"4°";"16";"Básico";"2";"12.5"
"2662";"4°";"16";"Crítico";"1";"6.25"
"2662";"4°";"16";"Medio";"4";"25.0"
"2662";"5°";"12";"Avanzado";"3";"25.0"
"2662";"5°";"12";"Básico";"4";"33.33"
"2662";"5°";"12";"Medio";"5";"41.67"
"2662";"6°";"7";"Avanzado";"3";"42.86"
"2662";"6°";"7";"Básico";"1";"14.29"
"2662";"6°";"7";"Medio";"3";"42.86"
"2662";"7°";"17";"Avanzado";"6";"35.29"
"2662";"7°";"17";"Crítico";"1";"5.88"
"2662";"7°";"17";"Medio";"10";"58.82"
"2667";"1°";"76";"Avanzado";"9";"11.84"
"2667";"1°";"76";"Básico";"13";"17.11"
"2667";"1°";"76";"Crítico";"8";"10.53"
"2667";"1°";"76";"Medio";"46";"60.53"
"2667";"2°";"74";"Avanzado";"17";"22.97"
"2667";"2°";"74";"Básico";"14";"18.92"
"2667";"2°";"74";"Crítico";"15";"20.27"
"2667";"2°";"74";"Medio";"28";"37.84"
"2667";"3°";"73";"Avanzado";"8";"10.96"
"2667";"3°";"73";"Básico";"19";"26.03"
"2667";"3°";"73";"Crítico";"24";"32.88"
"2667";"3°";"73";"Medio";"22";"30.14"
"2667";"4°";"62";"Avanzado";"1";"1.61"
"2667";"4°";"62";"Básico";"18";"29.03"
"2667";"4°";"62";"Crítico";"10";"16.13"
"2667";"4°";"62";"Medio";"33";"53.23"
"2667";"5°";"58";"Avanzado";"3";"5.17"
"2667";"5°";"58";"Básico";"20";"34.48"
"2667";"5°";"58";"Crítico";"13";"22.41"
"2667";"5°";"58";"Medio";"22";"37.93"
"2669";"1°";"28";"Avanzado";"9";"32.14"
"2669";"1°";"28";"Básico";"2";"7.14"
"2669";"1°";"28";"Crítico";"2";"7.14"
"2669";"1°";"28";"Medio";"15";"53.57"
"2669";"2°";"26";"Avanzado";"13";"50.0"
"2669";"2°";"26";"Básico";"2";"7.69"
"2669";"2°";"26";"Crítico";"4";"15.38"
"2669";"2°";"26";"Medio";"7";"26.92"
"2669";"3°";"13";"Avanzado";"2";"15.38"
"2669";"3°";"13";"Básico";"2";"15.38"
"2669";"3°";"13";"Crítico";"3";"23.08"
"2669";"3°";"13";"Medio";"6";"46.15"
"2669";"4°";"17";"Avanzado";"8";"47.06"
"2669";"4°";"17";"Básico";"1";"5.88"
"2669";"4°";"17";"Medio";"8";"47.06"
"2669";"5°";"18";"Avanzado";"3";"16.67"
"2669";"5°";"18";"Básico";"8";"44.44"
"2669";"5°";"18";"Crítico";"3";"16.67"
"2669";"5°";"18";"Medio";"4";"22.22"
"2670";"1°";"17";"Avanzado";"2";"11.76"
"2670";"1°";"17";"Medio";"15";"88.24"
"2670";"2°";"23";"Avanzado";"11";"47.83"
"2670";"2°";"23";"Crítico";"1";"4.35"
"2670";"2°";"23";"Medio";"11";"47.83"
"2670";"3°";"9";"Avanzado";"8";"88.89"
"2670";"3°";"9";"Crítico";"1";"11.11"
"2670";"4°";"20";"Avanzado";"10";"50.0"
"2670";"4°";"20";"Básico";"1";"5.0"
"2670";"4°";"20";"Medio";"9";"45.0"
"2670";"5°";"29";"Avanzado";"5";"17.24"
"2670";"5°";"29";"Básico";"8";"27.59"
"2670";"5°";"29";"Crítico";"1";"3.45"
"2670";"5°";"29";"Medio";"15";"51.72"
"2675";"1°";"135";"Avanzado";"16";"11.85"
"2675";"1°";"135";"Básico";"23";"17.04"
"2675";"1°";"135";"Crítico";"5";"3.7"
"2675";"1°";"135";"Medio";"91";"67.41"
"2675";"2°";"124";"Avanzado";"14";"11.29"
"2675";"2°";"124";"Básico";"31";"25.0"
"2675";"2°";"124";"Crítico";"25";"20.16"
"2675";"2°";"124";"Medio";"54";"43.55"
"2675";"3°";"111";"Avanzado";"19";"17.12"
"2675";"3°";"111";"Básico";"34";"30.63"
"2675";"3°";"111";"Crítico";"21";"18.92"
"2675";"3°";"111";"Medio";"37";"33.33"
"2675";"4°";"110";"Avanzado";"8";"7.27"
"2675";"4°";"110";"Básico";"42";"38.18"
"2675";"4°";"110";"Crítico";"13";"11.82"
"2675";"4°";"110";"Medio";"47";"42.73"
"2675";"5°";"108";"Avanzado";"13";"12.04"
"2675";"5°";"108";"Básico";"37";"34.26"
"2675";"5°";"108";"Crítico";"15";"13.89"
"2675";"5°";"108";"Medio";"43";"39.81"
"2676";"1°";"63";"Avanzado";"6";"9.52"
"2676";"1°";"63";"Básico";"13";"20.63"
"2676";"1°";"63";"Crítico";"5";"7.94"
"2676";"1°";"63";"Medio";"39";"61.9"
"2676";"2°";"64";"Avanzado";"19";"29.69"
"2676";"2°";"64";"Básico";"11";"17.19"
"2676";"2°";"64";"Crítico";"6";"9.38"
"2676";"2°";"64";"Medio";"28";"43.75"
"2676";"3°";"48";"Avanzado";"4";"8.33"
"2676";"3°";"48";"Básico";"16";"33.33"
"2676";"3°";"48";"Crítico";"8";"16.67"
"2676";"3°";"48";"Medio";"20";"41.67"
"2676";"4°";"46";"Avanzado";"8";"17.39"
"2676";"4°";"46";"Básico";"9";"19.57"
"2676";"4°";"46";"Crítico";"7";"15.22"
"2676";"4°";"46";"Medio";"22";"47.83"
"2676";"5°";"45";"Avanzado";"6";"13.33"
"2676";"5°";"45";"Básico";"16";"35.56"
"2676";"5°";"45";"Crítico";"4";"8.89"
"2676";"5°";"45";"Medio";"19";"42.22"
"2677";"1°";"65";"Avanzado";"2";"3.08"
"2677";"1°";"65";"Básico";"10";"15.38"
"2677";"1°";"65";"Medio";"53";"81.54"
"2677";"2°";"65";"Avanzado";"11";"16.92"
"2677";"2°";"65";"Básico";"18";"27.69"
"2677";"2°";"65";"Crítico";"3";"4.62"
"2677";"2°";"65";"Medio";"33";"50.77"
"2677";"3°";"67";"Avanzado";"11";"16.42"
"2677";"3°";"67";"Básico";"23";"34.33"
"2677";"3°";"67";"Crítico";"6";"8.96"
"2677";"3°";"67";"Medio";"27";"40.3"
"2677";"4°";"63";"Avanzado";"2";"3.17"
"2677";"4°";"63";"Básico";"11";"17.46"
"2677";"4°";"63";"Crítico";"4";"6.35"
"2677";"4°";"63";"Medio";"46";"73.02"
"2677";"5°";"59";"Básico";"29";"49.15"
"2677";"5°";"59";"Crítico";"8";"13.56"
"2677";"5°";"59";"Medio";"22";"37.29"
"2680";"1°";"23";"Avanzado";"5";"21.74"
"2680";"1°";"23";"Medio";"18";"78.26"
"2680";"2°";"31";"Avanzado";"5";"16.13"
"2680";"2°";"31";"Básico";"6";"19.35"
"2680";"2°";"31";"Crítico";"1";"3.23"
"2680";"2°";"31";"Medio";"19";"61.29"
"2680";"3°";"24";"Avanzado";"4";"16.67"
"2680";"3°";"24";"Básico";"3";"12.5"
"2680";"3°";"24";"Crítico";"4";"16.67"
"2680";"3°";"24";"Medio";"13";"54.17"
"2680";"4°";"35";"Avanzado";"4";"11.43"
"2680";"4°";"35";"Básico";"8";"22.86"
"2680";"4°";"35";"Crítico";"4";"11.43"
"2680";"4°";"35";"Medio";"19";"54.29"
"2680";"5°";"28";"Básico";"15";"53.57"
"2680";"5°";"28";"Crítico";"5";"17.86"
"2680";"5°";"28";"Medio";"8";"28.57"
"2681";"1°";"58";"Avanzado";"32";"55.17"
"2681";"1°";"58";"Básico";"7";"12.07"
"2681";"1°";"58";"Crítico";"4";"6.9"
"2681";"1°";"58";"Medio";"15";"25.86"
"2681";"2°";"56";"Avanzado";"26";"46.43"
"2681";"2°";"56";"Básico";"15";"26.79"
"2681";"2°";"56";"Crítico";"5";"8.93"
"2681";"2°";"56";"Medio";"10";"17.86"
"2681";"3°";"62";"Avanzado";"38";"61.29"
"2681";"3°";"62";"Básico";"1";"1.61"
"2681";"3°";"62";"Crítico";"1";"1.61"
"2681";"3°";"62";"Medio";"22";"35.48"
"2681";"4°";"59";"Avanzado";"42";"71.19"
"2681";"4°";"59";"Crítico";"2";"3.39"
"2681";"4°";"59";"Medio";"15";"25.42"
"2681";"5°";"37";"Avanzado";"32";"86.49"
"2681";"5°";"37";"Crítico";"5";"13.51"
"2682";"1°";"21";"Avanzado";"3";"14.29"
"2682";"1°";"21";"Básico";"3";"14.29"
"2682";"1°";"21";"Crítico";"5";"23.81"
"2682";"1°";"21";"Medio";"10";"47.62"
"2682";"2°";"25";"Avanzado";"1";"4.0"
"2682";"2°";"25";"Básico";"11";"44.0"
"2682";"2°";"25";"Crítico";"10";"40.0"
"2682";"2°";"25";"Medio";"3";"12.0"
"2682";"3°";"23";"Avanzado";"3";"13.04"
"2682";"3°";"23";"Básico";"6";"26.09"
"2682";"3°";"23";"Crítico";"7";"30.43"
"2682";"3°";"23";"Medio";"7";"30.43"
"2682";"4°";"26";"Avanzado";"1";"3.85"
"2682";"4°";"26";"Básico";"11";"42.31"
"2682";"4°";"26";"Crítico";"6";"23.08"
"2682";"4°";"26";"Medio";"8";"30.77"
"2682";"5°";"12";"Avanzado";"1";"8.33"
"2682";"5°";"12";"Básico";"7";"58.33"
"2682";"5°";"12";"Crítico";"2";"16.67"
"2682";"5°";"12";"Medio";"2";"16.67"
"3187";"2°";"54";"Avanzado";"5";"9.26"
"3187";"2°";"54";"Básico";"12";"22.22"
"3187";"2°";"54";"Crítico";"29";"53.7"
"3187";"2°";"54";"Medio";"8";"14.81"
"3187";"3°";"52";"Avanzado";"15";"28.85"
"3187";"3°";"52";"Básico";"10";"19.23"
"3187";"3°";"52";"Crítico";"11";"21.15"
"3187";"3°";"52";"Medio";"16";"30.77"
"3187";"4°";"38";"Avanzado";"9";"23.68"
"3187";"4°";"38";"Básico";"10";"26.32"
"3187";"4°";"38";"Crítico";"7";"18.42"
"3187";"4°";"38";"Medio";"12";"31.58"
"3187";"5°";"41";"Avanzado";"8";"19.51"
"3187";"5°";"41";"Básico";"12";"29.27"
"3187";"5°";"41";"Crítico";"7";"17.07"
"3187";"5°";"41";"Medio";"14";"34.15"
"3187";"6°";"15";"Avanzado";"1";"6.67"
"3187";"6°";"15";"Básico";"3";"20.0"
"3187";"6°";"15";"Crítico";"3";"20.0"
"3187";"6°";"15";"Medio";"8";"53.33"
"3187";"7°";"23";"Avanzado";"1";"4.35"
"3187";"7°";"23";"Básico";"8";"34.78"
"3187";"7°";"23";"Crítico";"4";"17.39"
"3187";"7°";"23";"Medio";"10";"43.48"
"3191";"2°";"27";"Básico";"7";"25.93"
"3191";"2°";"27";"Crítico";"15";"55.56"
"3191";"2°";"27";"Medio";"5";"18.52"
"3191";"3°";"30";"Avanzado";"4";"13.33"
"3191";"3°";"30";"Básico";"9";"30.0"
"3191";"3°";"30";"Crítico";"5";"16.67"
"3191";"3°";"30";"Medio";"12";"40.0"
"3191";"4°";"23";"Avanzado";"5";"21.74"
"3191";"4°";"23";"Básico";"7";"30.43"
"3191";"4°";"23";"Crítico";"4";"17.39"
"3191";"4°";"23";"Medio";"7";"30.43"
"3191";"5°";"26";"Avanzado";"8";"30.77"
"3191";"5°";"26";"Básico";"9";"34.62"
"3191";"5°";"26";"Crítico";"4";"15.38"
"3191";"5°";"26";"Medio";"5";"19.23"
"3191";"6°";"16";"Avanzado";"4";"25.0"
"3191";"6°";"16";"Básico";"3";"18.75"
"3191";"6°";"16";"Crítico";"2";"12.5"
"3191";"6°";"16";"Medio";"7";"43.75"
"3191";"7°";"26";"Avanzado";"3";"11.54"
"3191";"7°";"26";"Básico";"5";"19.23"
"3191";"7°";"26";"Crítico";"5";"19.23"
"3191";"7°";"26";"Medio";"13";"50.0"
"3206";"2°";"49";"Avanzado";"3";"6.12"
"3206";"2°";"49";"Básico";"22";"44.9"
"3206";"2°";"49";"Crítico";"13";"26.53"
"3206";"2°";"49";"Medio";"11";"22.45"
"3206";"3°";"53";"Avanzado";"19";"35.85"
"3206";"3°";"53";"Básico";"14";"26.42"
"3206";"3°";"53";"Crítico";"4";"7.55"
"3206";"3°";"53";"Medio";"16";"30.19"
"3206";"4°";"50";"Avanzado";"24";"48.0"
"3206";"4°";"50";"Básico";"2";"4.0"
"3206";"4°";"50";"Crítico";"5";"10.0"
"3206";"4°";"50";"Medio";"19";"38.0"
"3206";"5°";"59";"Avanzado";"9";"15.25"
"3206";"5°";"59";"Básico";"16";"27.12"
"3206";"5°";"59";"Crítico";"10";"16.95"
"3206";"5°";"59";"Medio";"24";"40.68"
"3206";"6°";"46";"Avanzado";"22";"47.83"
"3206";"6°";"46";"Básico";"1";"2.17"
"3206";"6°";"46";"Crítico";"3";"6.52"
"3206";"6°";"46";"Medio";"20";"43.48"
"3206";"7°";"56";"Avanzado";"22";"39.29"
"3206";"7°";"56";"Básico";"6";"10.71"
"3206";"7°";"56";"Crítico";"4";"7.14"
"3206";"7°";"56";"Medio";"24";"42.86"
"3210";"1°";"28";"Avanzado";"1";"3.57"
"3210";"1°";"28";"Básico";"10";"35.71"
"3210";"1°";"28";"Crítico";"6";"21.43"
"3210";"1°";"28";"Medio";"11";"39.29"
"3210";"2°";"29";"Avanzado";"2";"6.9"
"3210";"2°";"29";"Básico";"12";"41.38"
"3210";"2°";"29";"Crítico";"10";"34.48"
"3210";"2°";"29";"Medio";"5";"17.24"
"3210";"3°";"34";"Básico";"7";"20.59"
"3210";"3°";"34";"Crítico";"22";"64.71"
"3210";"3°";"34";"Medio";"5";"14.71"
"3210";"4°";"21";"Básico";"10";"47.62"
"3210";"4°";"21";"Crítico";"10";"47.62"
"3210";"4°";"21";"Medio";"1";"4.76"
"3210";"5°";"26";"Avanzado";"1";"3.85"
"3210";"5°";"26";"Básico";"9";"34.62"
"3210";"5°";"26";"Crítico";"10";"38.46"
"3210";"5°";"26";"Medio";"6";"23.08"
"4394";"1°";"26";"Avanzado";"1";"3.85"
"4394";"1°";"26";"Básico";"7";"26.92"
"4394";"1°";"26";"Crítico";"5";"19.23"
"4394";"1°";"26";"Medio";"13";"50.0"
"4394";"2°";"28";"Básico";"13";"46.43"
"4394";"2°";"28";"Crítico";"7";"25.0"
"4394";"2°";"28";"Medio";"8";"28.57"
"4394";"3°";"26";"Avanzado";"2";"7.69"
"4394";"3°";"26";"Básico";"5";"19.23"
"4394";"3°";"26";"Crítico";"11";"42.31"
"4394";"3°";"26";"Medio";"8";"30.77"
"4394";"4°";"27";"Avanzado";"4";"14.81"
"4394";"4°";"27";"Básico";"6";"22.22"
"4394";"4°";"27";"Crítico";"9";"33.33"
"4394";"4°";"27";"Medio";"8";"29.63"
"4394";"5°";"24";"Avanzado";"5";"20.83"
"4394";"5°";"24";"Básico";"8";"33.33"
"4394";"5°";"24";"Crítico";"6";"25.0"
"4394";"5°";"24";"Medio";"5";"20.83"
"4984";"2°";"10";"Avanzado";"4";"40.0"
"4984";"2°";"10";"Básico";"2";"20.0"
"4984";"2°";"10";"Crítico";"1";"10.0"
"4984";"2°";"10";"Medio";"3";"30.0"
"4984";"3°";"29";"Avanzado";"18";"62.07"
"4984";"3°";"29";"Básico";"3";"10.34"
"4984";"3°";"29";"Crítico";"2";"6.9"
"4984";"3°";"29";"Medio";"6";"20.69"
"4984";"4°";"26";"Avanzado";"13";"50.0"
"4984";"4°";"26";"Básico";"3";"11.54"
"4984";"4°";"26";"Crítico";"3";"11.54"
"4984";"4°";"26";"Medio";"7";"26.92"
"4984";"5°";"26";"Avanzado";"9";"34.62"
"4984";"5°";"26";"Básico";"4";"15.38"
"4984";"5°";"26";"Crítico";"3";"11.54"
"4984";"5°";"26";"Medio";"10";"38.46"
"4984";"6°";"15";"Avanzado";"4";"26.67"
"4984";"6°";"15";"Básico";"2";"13.33"
"4984";"6°";"15";"Crítico";"1";"6.67"
"4984";"6°";"15";"Medio";"8";"53.33"
"4984";"7°";"20";"Avanzado";"4";"20.0"
"4984";"7°";"20";"Básico";"4";"20.0"
"4984";"7°";"20";"Crítico";"1";"5.0"
"4984";"7°";"20";"Medio";"11";"55.0"
"5087";"2°";"47";"Avanzado";"4";"8.51"
"5087";"2°";"47";"Básico";"20";"42.55"
"5087";"2°";"47";"Crítico";"8";"17.02"
"5087";"2°";"47";"Medio";"15";"31.91"
"5089";"1°";"22";"Avanzado";"4";"18.18"
"5089";"1°";"22";"Básico";"4";"18.18"
"5089";"1°";"22";"Medio";"14";"63.64"
"5089";"2°";"23";"Avanzado";"2";"8.7"
"5089";"2°";"23";"Básico";"7";"30.43"
"5089";"2°";"23";"Crítico";"4";"17.39"
"5089";"2°";"23";"Medio";"10";"43.48"
"5089";"3°";"18";"Avanzado";"3";"16.67"
"5089";"3°";"18";"Básico";"2";"11.11"
"5089";"3°";"18";"Crítico";"3";"16.67"
"5089";"3°";"18";"Medio";"10";"55.56"
"5111";"1°";"30";"Avanzado";"2";"6.67"
"5111";"1°";"30";"Básico";"8";"26.67"
"5111";"1°";"30";"Crítico";"12";"40.0"
"5111";"1°";"30";"Medio";"8";"26.67"
"5111";"2°";"25";"Avanzado";"1";"4.0"
"5111";"2°";"25";"Básico";"9";"36.0"
"5111";"2°";"25";"Crítico";"10";"40.0"
"5111";"2°";"25";"Medio";"5";"20.0"
"5111";"3°";"31";"Avanzado";"1";"3.23"
"5111";"3°";"31";"Básico";"2";"6.45"
"5111";"3°";"31";"Crítico";"17";"54.84"
"5111";"3°";"31";"Medio";"11";"35.48"
"5111";"4°";"28";"Avanzado";"6";"21.43"
"5111";"4°";"28";"Básico";"3";"10.71"
"5111";"4°";"28";"Crítico";"10";"35.71"
"5111";"4°";"28";"Medio";"9";"32.14"
"5111";"5°";"15";"Avanzado";"4";"26.67"
"5111";"5°";"15";"Básico";"3";"20.0"
"5111";"5°";"15";"Crítico";"4";"26.67"
"5111";"5°";"15";"Medio";"4";"26.67"
